job_id,job_title,company_name,industry,job_location,employment_type,experience_required_years,salary_min,salary_max,skills_required,education_required,posted_date,scrape_date,job_source
127,Data Analyst,Zomato,Information Technology,Paris,Internship,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-05-2020,07-06-2020,Indeed
128,Data Analyst,Genpact,EdTech,Sydney,Part-time,2,40000,70000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-05-2020,08-06-2020,CareerBuilder
129,Business Analyst,Concentrix,Healthcare Technology,Raipur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-05-2020,09-06-2020,TimesJobs
130,Operations Executive,EY,IT Services,Chennai,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-05-2020,10-06-2020,Referral
131,Full Stack Developer,Zensar Technologies,Cloud Computing,New York,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-05-2020,11-06-2020,Glassdoor
132,Digital Marketing Analyst,Accenture,Financial Services,Chennai,Part-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,12-05-2020,12-06-2020,Indeed
133,Risk & Compliance Analyst,Uber,Human Resources Services,Chandigarh,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-05-2020,13-06-2020,Upwork
134,Business Intelligence Analyst,PwC,Banking & Insurance,Singapore,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-05-2020,14-06-2020,Referral
135,Cloud Data Engineer,Paytm,Software Development,Patna,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,15-05-2020,15-06-2020,Upwork
136,Customer Support Executive,PwC,E-commerce,Indore,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,16-05-2020,16-06-2020,TimesJobs
137,Analytics Engineer,Amazon,EdTech,Nagpur,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-05-2020,17-06-2020,Upwork
138,SEO Specialist,Capgemini,Cloud Computing,Jaipur,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,18-05-2020,18-06-2020,Naukri.com
139,Helpdesk Analyst,Accenture,Data & Analytics,San Francisco,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-05-2020,19-06-2020,Glassdoor
140,Operations Executive,Birlasoft,IT Services,Noida,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-05-2020,20-06-2020,CareerBuilder
141,Prompt Engineer,Amazon,Cybersecurity,Ranchi,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-05-2020,21-06-2020,TimesJobs
142,Full Stack Developer,Wipro,Artificial Intelligence,Indore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-05-2020,22-06-2020,Stack Overflow Jobs
143,Information Security Engineer,Teleperformance,Data & Analytics,Kolkata,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,23-05-2020,23-06-2020,LinkedIn
144,Customer Service Manager,KPMG,EdTech,Goa,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,24-05-2020,24-06-2020,Upwork
145,QA Analyst,Mphasis,EdTech,Indore,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-05-2020,25-06-2020,Naukri.com
146,Data Analyst,Amazon,Product & SaaS,Mumbai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,26-05-2020,26-06-2020,Referral
147,Digital Marketing Analyst,Amazon,EdTech,Chennai,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,27-05-2020,27-06-2020,TimesJobs
148,Risk & Compliance Analyst,HCL Technologies,Software Development,Nagpur,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,28-05-2020,28-06-2020,TimesJobs
149,Machine Learning Engineer,HGS,Financial Services,Raipur,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,29-05-2020,29-06-2020,Referral
150,Software Engineer,Swiggy,Information Technology,Noida,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-05-2020,30-06-2020,Company Website
151,Project Coordinator,Flipkart,Business Consulting,San Francisco,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,31-05-2020,01-07-2020,AngelList
152,Fraud Detection Analyst,Capgemini,Information Technology,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-06-2020,02-07-2020,AngelList
153,Data Analyst,Paytm,Financial Services,Toronto,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-06-2020,03-07-2020,Glassdoor
154,Risk & Compliance Analyst,LTIMindtree,Cybersecurity,Chennai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-06-2020,04-07-2020,Stack Overflow Jobs
155,Data Scientist,Microsoft,Financial Services,Berlin,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-06-2020,05-07-2020,Stack Overflow Jobs
156,Project Coordinator,Cognizant,Data & Analytics,New York,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-06-2020,06-07-2020,Referral
157,Data Scientist,Zoho,Artificial Intelligence,Chandigarh,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-06-2020,07-07-2020,Indeed
158,Test Engineer,Byjus,Information Technology,Bhopal,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,07-06-2020,08-07-2020,AngelList
159,Analytics Engineer,Microsoft,Telecom,New York,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-06-2020,09-07-2020,TimesJobs
160,Senior Data Analyst,Reliance Jio,Human Resources Services,London,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,09-06-2020,10-07-2020,TimesJobs
161,Generative AI Engineer,Zomato,E-commerce,Gurgaon,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-06-2020,11-07-2020,Freelancer
162,Power BI Developer,Genpact,Digital Marketing,San Francisco,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-06-2020,12-07-2020,Freelancer
163,Information Security Engineer,Paytm,BPO / KPO,London,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-06-2020,13-07-2020,AngelList
164,Backend Developer,HCL Technologies,Software Development,Berlin,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-06-2020,14-07-2020,Freelancer
165,IT Support Specialist,Cyient,Telecom,Delhi,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,14-06-2020,15-07-2020,Upwork
166,Content Analyst,Oracle,E-commerce,Dubai,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,15-06-2020,16-07-2020,Upwork
167,Cloud Solutions Architect,EY,Human Resources Services,New York,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-06-2020,17-07-2020,Freelancer
168,BPO Team Lead,KPMG,Cloud Computing,Toronto,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,17-06-2020,18-07-2020,LinkedIn
169,Backend Developer,Infosys,Data & Analytics,Kochi,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-06-2020,19-07-2020,Glassdoor
170,Data Analyst,Salesforce,EdTech,Jaipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,19-06-2020,20-07-2020,CareerBuilder
171,Cloud Data Engineer,Swiggy,Product & SaaS,Singapore,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,20-06-2020,21-07-2020,Upwork
172,Customer Support Executive,SAP,Data & Analytics,San Francisco,Internship,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,21-06-2020,22-07-2020,AngelList
173,Data Analyst,Adobe,Financial Services,Raipur,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,22-06-2020,23-07-2020,Naukri.com
174,Technical Support Executive,Accenture,Retail,Kochi,Freelance,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,23-06-2020,24-07-2020,SimplyHired
175,Financial Analyst,IBM India,Logistics & Supply Chain,London,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,24-06-2020,25-07-2020,Upwork
176,Data Scientist,Accenture,Financial Services,Toronto,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,25-06-2020,26-07-2020,CareerBuilder
177,Call Center Agent,Hexaware Technologies,Human Resources Services,New York,Part-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,26-06-2020,27-07-2020,Indeed
178,Helpdesk Analyst,Amazon,Financial Services,Ahmedabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,27-06-2020,28-07-2020,Stack Overflow Jobs
179,Growth Analyst,Meta,Human Resources Services,New York,Contract,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,28-06-2020,29-07-2020,GitHub Jobs
180,Marketing Executive,SAP,IT Services,Pune,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,29-06-2020,30-07-2020,Freelancer
181,Information Security Engineer,HCL Technologies,Data & Analytics,Kochi,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,30-06-2020,31-07-2020,Upwork
182,Risk & Compliance Analyst,Flipkart,Data & Analytics,Noida,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,01-07-2020,01-08-2020,LinkedIn
183,Cybersecurity Analyst,Tech Mahindra,Retail,New York,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,02-07-2020,02-08-2020,LinkedIn
184,Business Analyst,Meta,Human Resources Services,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,03-07-2020,03-08-2020,AngelList
185,QA Analyst,PwC,BPO / KPO,Patna,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,04-07-2020,04-08-2020,CareerBuilder
186,Senior Data Analyst,Birlasoft,Logistics & Supply Chain,New York,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,05-07-2020,05-08-2020,TimesJobs
187,Frontend Developer,Cognizant,E-commerce,London,Part-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,06-07-2020,06-08-2020,Indeed
188,Marketing Executive,Uber,Retail,Chennai,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,07-07-2020,07-08-2020,CareerBuilder
189,Cloud Data Engineer,Uber,Digital Marketing,Mumbai,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,08-07-2020,08-08-2020,Monster
190,Digital Marketing Analyst,Salesforce,Cybersecurity,Indore,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,09-07-2020,09-08-2020,Naukri.com
191,Fraud Detection Analyst,Meta,BPO / KPO,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,10-07-2020,10-08-2020,SimplyHired
192,Business Intelligence Analyst,Tata Consultancy Services,IT Services,Chandigarh,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,11-07-2020,11-08-2020,TimesJobs
193,Power BI Developer,Sutherland Global,Product & SaaS,Bengaluru,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,12-07-2020,12-08-2020,LinkedIn
194,Business Analyst,Tech Mahindra,Healthcare Technology,Hyderabad,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,13-07-2020,13-08-2020,Indeed
195,Customer Service Manager,Byjus,BPO / KPO,Noida,Full-time,1,15000,30000,"Communication, Customer Service, CRM, Problem Solving",High School / Diploma,14-07-2020,14-08-2020,Indeed
196,Growth Analyst,Zoho,Logistics & Supply Chain,New York,Freelance,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,15-07-2020,15-08-2020,Upwork
197,Project Coordinator,Zensar Technologies,Information Technology,Dubai,Freelance,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,16-07-2020,16-08-2020,Company Website
198,Helpdesk Analyst,EY,IT Services,Bhopal,Contract,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,17-07-2020,17-08-2020,CareerBuilder
199,Cloud Data Engineer,KPMG,Cloud Computing,Nagpur,Internship,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,18-07-2020,18-08-2020,AngelList
200,Content Analyst,Zoho,Financial Services,New York,Full-time,11,35000,90000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Marketing / Business / Communication,19-07-2020,19-08-2020,GitHub Jobs
201,Data Analyst,Hexaware Technologies,E-commerce,Chandigarh,Contract,2,40000,70000,"SEO, SEM, Google Analytics, Social Media, Content Creation, Digital Marketing",Bachelor's in Computer Science / IT / Statistics,20-07-2020,20-08-2020,Freelancer
202,QA Analyst,EY,Retail,Pune,Full-time,2,40000,90000,"Excel, SQL, Power BI, Python, Data Analysis, Visualization",Bachelor's in Computer Science / IT / Statistics,21-07-2020,21-08-2020,Stack Overflow Jobs
